# kind, long name, terminfo name, termcap name, parameter signature (n/b), introduced version
str	end_bit_image_region	endbi	Yy	-	system-v
str	set_color_band	setcolor	Yz	-	system-v
str	set_page_length	slines	YZ	n	system-v
str	display_pc_char	dispc	S1	n	system-v
str	enter_pc_charset_mode	smpch	S2	-	system-v
str	exit_pc_charset_mode	rmpch	S3	-	system-v
str	enter_scancode_mode	smsc	S4	-	system-v
str	exit_scancode_mode	rmsc	S5	-	system-v
str	pc_term_options	pctrm	S6	-	system-v
str	scancode_escape	scesc	S7	-	system-v
str	alt_scancode_esc	scesa	S8	-	system-v
str	enter_horizontal_hl_mode	ehhlm	Xh	-	system-v
str	enter_left_hl_mode	elhlm	Xl	-	system-v
str	enter_low_hl_mode	elohlm	Xo	-	system-v
str	enter_right_hl_mode	erhlm	Xr	-	system-v
str	enter_top_hl_mode	ethlm	Xt	-	system-v
str	enter_vertical_hl_mode	evhlm	Xv	-	system-v
str	set_a_attributes	sgr1	sA	n,n,n,n,n,n	system-v
str	set_pglen_inch	slength	YI	n	system-v
str	termcap_init2	OTi2	i2	-	system-v
str	termcap_reset	OTrs	rs	-	system-v
str	linefeed_if_not_lf	OTnl	nl	-	system-v
str	backspace_if_not_bs	OTbc	bc	-	system-v
str	other_non_function_keys	OTko	ko	-	system-v
str	arrow_key_map	OTma	ma	-	system-v
str	acs_ulcorner	OTG2	G2	-	system-v
str	acs_llcorner	OTG3	G3	-	system-v
str	acs_urcorner	OTG1	G1	-	system-v
str	acs_lrcorner	OTG4	G4	-	system-v
str	acs_ltee	OTGR	GR	-	system-v
str	acs_rtee	OTGL	GL	-	system-v
str	acs_btee	OTGU	GU	-	system-v
str	acs_ttee	OTGD	GD	-	system-v
str	acs_hline	OTGH	GH	-	system-v
str	acs_vline	OTGV	GV	-	system-v
str	acs_plus	OTGC	GC	-	system-v
str	memory_lock	meml	ml	-	system-v
str	memory_unlock	memu	mu	-	system-v
str	box_chars_1	box1	bx	-	system-v
